Date,Open,High,Low,Close,Adj Close,Volume
2016/11/14,5246.330078,5247.169922,5192.049805,5218.399902,5218.399902,2369190000
2016/11/15,5241.350098,5287.060059,5236.25,5275.620117,5275.620117,2156500000
2016/11/16,5253.740234,5299.629883,5251.879883,5294.580078,5294.580078,2057140000
2016/11/17,5295.069824,5334.049805,5288.160156,5333.970215,5333.970215,2081760000
2016/11/18,5340.970215,5346.799805,5315.529785,5321.509766,5321.509766,1858610000
2016/11/21,5336.779785,5369.830078,5334.160156,5368.859863,5368.859863,1745320000
2016/11/22,5384.75,5392.259766,5365.600098,5386.350098,5386.350098,1886800000
2016/11/23,5366.549805,5380.680176,5350.680176,5380.680176,5380.680176,1616740000
2016/11/25,5388.490234,5398.919922,5379.279785,5398.919922,5398.919922,768070000
2016/11/28,5387.919922,5396.27002,5364.910156,5368.810059,5368.810059,1625620000
2016/11/29,5370.97998,5403.859863,5360.560059,5379.919922,5379.919922,1788790000
2016/11/30,5391.350098,5393.149902,5323.680176,5323.680176,5323.680176,2064430000
2016/12/1,5323.879883,5326.339844,5238.209961,5251.109863,5251.109863,2264960000
2016/12/2,5249.02002,5274.540039,5239.27002,5255.649902,5255.649902,1848930000
2016/12/5,5283.580078,5321.089844,5269.569824,5308.890137,5308.890137,1798160000
2016/12/6,5317.740234,5333.990234,5299.939941,5333,5333,1974850000
2016/12/7,5322.669922,5397.930176,5307.310059,5393.759766,5393.759766,2122590000
2016/12/8,5394.149902,5425.52002,5389.100098,5417.359863,5417.359863,2231070000
2016/12/9,5436.109863,5450.160156,5427.120117,5444.5,5444.5,2038700000
2016/12/12,5428.220215,5434.899902,5394.419922,5412.540039,5412.540039,1927560000
2016/12/13,5433.569824,5486.75,5430.720215,5463.830078,5463.830078,2085710000
2016/12/14,5465.689941,5476.25,5425.72998,5436.669922,5436.669922,1974150000
2016/12/15,5443.509766,5485.120117,5439.390137,5456.850098,5456.850098,2095910000
2016/12/16,5467.819824,5474.580078,5426.009766,5437.160156,5437.160156,3257750000
2016/12/19,5441.200195,5483.419922,5436.540039,5457.439941,5457.439941,1685800000
2016/12/20,5473.529785,5489.470215,5471.709961,5483.939941,5483.939941,1678040000
2016/12/21,5482.629883,5486.259766,5465.310059,5471.430176,5471.430176,1493900000
2016/12/22,5472.009766,5472.009766,5432.77002,5447.419922,5447.419922,1582600000
2016/12/23,5441.759766,5462.689941,5441.759766,5462.689941,5462.689941,1144280000
2016/12/27,5470.759766,5512.370117,5469.609863,5487.439941,5487.439941,1216870000
2016/12/28,5497.439941,5498.910156,5434.700195,5438.560059,5438.560059,1322130000
2016/12/29,5437.509766,5450.629883,5415.180176,5432.089844,5432.089844,1264480000
2016/12/30,5440.169922,5441.899902,5371.890137,5383.120117,5383.120117,1550820000
2017/1/3,5425.620117,5452.569824,5397.990234,5429.080078,5429.080078,1886200000
2017/1/4,5440.910156,5482.350098,5440.240234,5477,5477,1883360000
2017/1/5,5474.390137,5495.850098,5464.359863,5487.939941,5487.939941,1792610000
2017/1/6,5499.080078,5536.52002,5482.810059,5521.060059,5521.060059,1710770000
2017/1/9,5527.580078,5541.080078,5517.140137,5531.819824,5531.819824,1885500000
2017/1/10,5536.540039,5564.25,5528.109863,5551.819824,5551.819824,1796500000
2017/1/11,5550.720215,5564.080078,5524.029785,5563.649902,5563.649902,1954720000
2017/1/12,5542.560059,5550.669922,5496.819824,5547.490234,5547.490234,1801750000
2017/1/13,5557.569824,5584.259766,5557.200195,5574.120117,5574.120117,1605110000
2017/1/17,5555.160156,5557.049805,5527.220215,5538.72998,5538.72998,1757030000
2017/1/18,5546.939941,5555.97998,5534.77002,5555.649902,5555.649902,1683320000
2017/1/19,5560.609863,5571.529785,5528.370117,5540.080078,5540.080078,1805710000
2017/1/20,5556.870117,5574.350098,5542.22998,5555.330078,5555.330078,1740320000
2017/1/23,5546.640137,5564.140137,5522.689941,5552.939941,5552.939941,1650290000
2017/1/24,5568.27002,5606.529785,5558.490234,5600.959961,5600.959961,1805370000
2017/1/25,5635.859863,5658.589844,5634.330078,5656.339844,5656.339844,1959950000
2017/1/26,5666.279785,5669.609863,5647.649902,5655.180176,5655.180176,1827490000
2017/1/27,5664.879883,5667.450195,5643.899902,5660.779785,5660.779785,1663400000
2017/1/30,5635.859863,5636.089844,5578.759766,5613.709961,5613.709961,1777090000
2017/1/31,5592.870117,5615.149902,5576.089844,5614.790039,5614.790039,2041480000
2017/2/1,5654.509766,5662.109863,5621.029785,5642.649902,5642.649902,2223560000
2017/2/2,5627.149902,5656.009766,5616.399902,5636.200195,5636.200195,2073980000
2017/2/3,5650.72998,5666.839844,5647.580078,5666.77002,5666.77002,1786860000
2017/2/6,5656.950195,5668.200195,5650.259766,5663.549805,5663.549805,1732280000
2017/2/7,5674.859863,5689.600098,5664.819824,5674.220215,5674.220215,1919100000
2017/2/8,5662.950195,5686.959961,5649.390137,5682.450195,5682.450195,1945060000
2017/2/9,5688.02002,5722.709961,5685.149902,5715.180176,5715.180176,1943840000
2017/2/10,5726.169922,5743.430176,5717.419922,5734.129883,5734.129883,1852010000
2017/2/13,5753.189941,5770.990234,5751.919922,5763.959961,5763.959961,1840010000
2017/2/14,5756.509766,5783.089844,5748.740234,5782.569824,5782.569824,1945160000
2017/2/15,5777.899902,5821.950195,5776.700195,5819.439941,5819.439941,2083660000
2017/2/16,5823.009766,5835.149902,5796.709961,5814.899902,5814.899902,1943600000
2017/2/17,5807.310059,5838.580078,5800.799805,5838.580078,5838.580078,1875580000
2017/2/21,5850.200195,5867.890137,5847.5,5865.950195,5865.950195,1935110000
2017/2/22,5857.560059,5864.419922,5848.279785,5860.629883,5860.629883,1872330000
2017/2/23,5866.819824,5866.959961,5809.549805,5835.509766,5835.509766,1879670000
2017/2/24,5802.330078,5845.310059,5800.549805,5845.310059,5845.310059,1683280000
2017/2/27,5835.040039,5861.899902,5827,5861.899902,5861.899902,1876090000
2017/2/28,5852.790039,5855.069824,5817.220215,5825.439941,5825.439941,2298380000
2017/3/1,5874.859863,5911.790039,5865.790039,5904.029785,5904.029785,2210360000
2017/3/2,5897.009766,5897.009766,5856.299805,5861.220215,5861.220215,2040770000
2017/3/3,5854.27002,5870.75,5841.470215,5870.75,5870.75,1852130000
2017/3/6,5846.419922,5857.740234,5827.459961,5849.180176,5849.180176,1767840000
2017/3/7,5836.120117,5859.77002,5826.319824,5833.930176,5833.930176,1822000000
2017/3/8,5838.439941,5860.629883,5832.629883,5837.549805,5837.549805,1810480000
2017/3/9,5834.669922,5852.540039,5812.080078,5838.810059,5838.810059,1883930000
2017/3/10,5867.160156,5872.600098,5835.439941,5861.72998,5861.72998,1982150000
2017/3/13,5863.47998,5877.430176,5860.830078,5875.779785,5875.779785,1799340000
2017/3/14,5860.069824,5860.5,5831.879883,5856.819824,5856.819824,1663170000
2017/3/15,5869.97998,5911.200195,5858.160156,5900.049805,5900.049805,1952690000
2017/3/16,5907.859863,5911.47998,5887.240234,5900.759766,5900.759766,1766980000
2017/3/17,5898.580078,5912.609863,5890.419922,5901,5901,3184130000
2017/3/20,5898.810059,5915.120117,5888.120117,5901.529785,5901.529785,1730550000
2017/3/21,5923.419922,5928.060059,5790.72998,5793.830078,5793.830078,2192090000
2017/3/22,5790.589844,5825.669922,5781.799805,5821.640137,5821.640137,1857680000
2017/3/23,5812.310059,5842.819824,5806.97998,5817.689941,5817.689941,1742640000
2017/3/24,5839.330078,5858.950195,5807.830078,5828.740234,5828.740234,1841920000
2017/3/27,5776.330078,5849.200195,5769.390137,5840.370117,5840.370117,1670760000
2017/3/28,5836.5,5888.700195,5828.859863,5875.140137,5875.140137,1820860000
2017/3/29,5875.350098,5900.870117,5870.930176,5897.549805,5897.549805,1718680000
2017/3/30,5896.149902,5916.77002,5894,5914.339844,5914.339844,1723770000
2017/3/31,5905.629883,5927.810059,5901.77002,5911.740234,5911.740234,1902800000
2017/4/3,5917.319824,5928.930176,5867.72998,5894.680176,5894.680176,1854200000
2017/4/4,5878.759766,5901.390137,5878.759766,5898.609863,5898.609863,1790840000
2017/4/5,5911.919922,5936.390137,5856.259766,5864.47998,5864.47998,2204490000
2017/4/6,5870.52002,5889.580078,5856.220215,5878.950195,5878.950195,1845800000
2017/4/7,5873.939941,5892.069824,5855.509766,5877.810059,5877.810059,1692150000
2017/4/10,5883.430176,5907.850098,5865.560059,5880.930176,5880.930176,1630070000
2017/4/11,5871.160156,5878.939941,5819.290039,5866.77002,5866.77002,1821650000
2017/4/12,5863.589844,5868.089844,5830.439941,5836.160156,5836.160156,1658960000
2017/4/13,5828.370117,5856.540039,5805.149902,5805.149902,5805.149902,1581870000
2017/4/17,5821.549805,5856.790039,5818.200195,5856.790039,5856.790039,1381290000
2017/4/18,5838.589844,5860.040039,5828.569824,5849.470215,5849.470215,1608870000
2017/4/19,5874.430176,5894.680176,5856.339844,5863.029785,5863.029785,1752620000
2017/4/20,5887.870117,5926.22998,5880.200195,5916.779785,5916.779785,1749110000
2017/4/21,5919.02002,5919.22998,5899.430176,5910.52002,5910.52002,1723210000
2017/4/24,5979.959961,5989.919922,5970.25,5983.819824,5983.819824,1836570000
2017/4/25,6004.160156,6036.02002,6002.649902,6025.490234,6025.490234,1895430000
2017/4/26,6028.120117,6040.890137,6021.720215,6025.22998,6025.22998,1894210000
2017/4/27,6038.470215,6050.700195,6031.589844,6048.939941,6048.939941,1876700000
2017/4/28,6072.870117,6074.040039,6040.709961,6047.609863,6047.609863,1995160000
2017/5/1,6067.560059,6100.72998,6061.350098,6091.600098,6091.600098,1757000000
2017/5/2,6102.509766,6102.720215,6081.560059,6095.370117,6095.370117,2146730000
2017/5/3,6075.040039,6076.959961,6053.279785,6072.549805,6072.549805,2149360000
2017/5/4,6075.060059,6080.819824,6054.330078,6075.339844,6075.339844,2056270000
2017/5/5,6091.689941,6100.759766,6067.160156,6100.759766,6100.759766,1899570000
2017/5/8,6100.660156,6106.120117,6083.060059,6102.660156,6102.660156,1909710000
2017/5/9,6111.819824,6133,6107.589844,6120.589844,6120.589844,1997490000
2017/5/10,6121.640137,6131.640137,6103.870117,6129.140137,6129.140137,2108000000
2017/5/11,6110.049805,6120.200195,6075.680176,6115.959961,6115.959961,1950910000
2017/5/12,6119.27002,6122.839844,6105.419922,6121.22998,6121.22998,1740960000
2017/5/15,6128.109863,6153.040039,6124.790039,6149.669922,6149.669922,1850790000
2017/5/16,6160.52002,6170.160156,6139.100098,6169.870117,6169.870117,1999330000
2017/5/17,6108.620117,6122.870117,6009.47998,6011.240234,6011.240234,2347480000
2017/5/18,5998.459961,6073.450195,5996.810059,6055.129883,6055.129883,2131520000
2017/5/19,6070.22998,6106.549805,6070.22998,6083.700195,6083.700195,1905520000
2017/5/22,6098.25,6135.919922,6097.240234,6133.620117,6133.620117,1726230000
2017/5/23,6149.549805,6150.910156,6121.790039,6138.709961,6138.709961,1705860000
2017/5/24,6154.180176,6166.089844,6139.330078,6163.02002,6163.02002,1666050000
2017/5/25,6183.02002,6217.339844,6174.52002,6205.259766,6205.259766,1767690000
2017/5/26,6207.040039,6211.52002,6196.660156,6210.189941,6210.189941,1571040000
2017/5/30,6204.180176,6217.129883,6200.410156,6203.189941,6203.189941,1688480000
2017/5/31,6221.629883,6221.990234,6164.069824,6198.52002,6198.52002,2209400000
2017/6/1,6215.910156,6247.069824,6200.450195,6246.830078,6246.830078,1943610000
2017/6/2,6261.589844,6308.759766,6253.77002,6305.799805,6305.799805,1820000000
2017/6/5,6305.470215,6310.620117,6292.149902,6295.680176,6295.680176,1739820000
2017/6/6,6281.879883,6304.209961,6269.870117,6275.060059,6275.060059,1889690000
2017/6/7,6290.439941,6302.779785,6267.180176,6297.379883,6297.379883,1822270000
2017/6/8,6311.72998,6324.060059,6282.930176,6321.759766,6321.759766,2128780000
2017/6/9,6330.25,6341.700195,6137.680176,6207.919922,6207.919922,3152050000
2017/6/12,6153.560059,6183.810059,6110.669922,6175.459961,6175.459961,2586540000
2017/6/13,6206.120117,6226.410156,6180.040039,6220.370117,6220.370117,2062110000
2017/6/14,6237.459961,6237.529785,6153.549805,6194.890137,6194.890137,1940440000
2017/6/15,6127.049805,6170.149902,6107.850098,6165.5,6165.5,1858130000
2017/6/16,6154.279785,6161.560059,6125.5,6151.759766,6151.759766,3120640000
2017/6/19,6196.850098,6243.310059,6194,6239.009766,6239.009766,1976970000
2017/6/20,6229.620117,6234.009766,6186.939941,6188.029785,6188.029785,2570130000
2017/6/21,6202.75,6236.660156,6200.859863,6233.950195,6233.950195,2401440000
2017/6/22,6239.149902,6257.680176,6221.959961,6236.689941,6236.689941,2170250000
2017/6/23,6234.350098,6269.370117,6218.779785,6265.25,6265.25,4158700000
2017/6/26,6292.72998,6303.450195,6233.430176,6247.149902,6247.149902,2150630000
2017/6/27,6227.899902,6234.319824,6146.620117,6146.620117,6146.620117,2181830000
2017/6/28,6173.100098,6238.290039,6144.799805,6234.410156,6234.410156,2069400000
2017/6/29,6215.490234,6216.600098,6087.810059,6144.350098,6144.350098,2402250000
2017/6/30,6166.839844,6170.629883,6129.040039,6140.419922,6140.419922,1998330000
2017/7/3,6173.290039,6177.359863,6106.120117,6110.060059,6110.060059,1099560000
2017/7/5,6122.060059,6163.620117,6100.419922,6150.859863,6150.859863,1872130000
2017/7/6,6109.600098,6127.97998,6081.959961,6089.459961,6089.459961,1990590000
2017/7/7,6111.209961,6164.939941,6111.209961,6153.080078,6153.080078,1700630000
2017/7/10,6156.029785,6191.27002,6141.830078,6176.390137,6176.390137,1675470000
2017/7/11,6171.25,6200.580078,6149.870117,6193.299805,6193.299805,1808110000
2017/7/12,6238.899902,6265.640137,6236.819824,6261.169922,6261.169922,1820550000
2017/7/13,6269.100098,6281.450195,6251.259766,6274.439941,6274.439941,1803810000
2017/7/14,6289.080078,6321.759766,6278.700195,6312.470215,6312.470215,1608120000
2017/7/17,6320.350098,6330.970215,6307.339844,6314.430176,6314.430176,1558030000
2017/7/18,6304.819824,6344.549805,6291.069824,6344.310059,6344.310059,1762400000
2017/7/19,6363.240234,6387.72998,6362.189941,6385.040039,6385.040039,1862910000
2017/7/20,6396.459961,6398.259766,6365.680176,6390,6390,1818880000
2017/7/21,6383.049805,6388.779785,6365.120117,6387.75,6387.75,1797100000
2017/7/24,6387.819824,6417.700195,6380.609863,6410.810059,6410.810059,1735520000
2017/7/25,6407.589844,6425.450195,6396.870117,6412.169922,6412.169922,1925230000
2017/7/26,6425.930176,6432.379883,6416.299805,6422.75,6422.75,1988040000
2017/7/27,6459.759766,6460.839844,6318.620117,6382.189941,6382.189941,2483560000
2017/7/28,6350.27002,6379.700195,6337.220215,6374.680176,6374.680176,1860770000
2017/7/31,6394.689941,6396.589844,6338.790039,6348.120117,6348.120117,1891710000
2017/8/1,6372.160156,6375.75,6345.75,6362.939941,6362.939941,1812590000
2017/8/2,6393.100098,6394.209961,6313.430176,6362.649902,6362.649902,2104130000
2017/8/3,6366.240234,6368.529785,6331.140137,6340.339844,6340.339844,2113440000
2017/8/4,6350.790039,6361.490234,6329.72998,6351.560059,6351.560059,1907170000
2017/8/7,6361.060059,6386.029785,6356.22998,6383.77002,6383.77002,1701550000
2017/8/8,6373.330078,6423.350098,6355.879883,6370.459961,6370.459961,1914670000
2017/8/9,6322.919922,6355.040039,6309.439941,6352.330078,6352.330078,2033760000
2017/8/10,6312.649902,6318.279785,6214.410156,6216.870117,6216.870117,2204700000
2017/8/11,6222.180176,6266.890137,6216.189941,6256.560059,6256.560059,1794850000
2017/8/14,6306.109863,6346.830078,6305.549805,6340.22998,6340.22998,1698560000
2017/8/15,6350.509766,6350.740234,6324.75,6333.009766,6333.009766,1580060000
2017/8/16,6348.109863,6374.560059,6330.27002,6345.109863,6345.109863,1804730000
2017/8/17,6322.720215,6334.22998,6221.910156,6221.910156,6221.910156,2041220000
2017/8/18,6222.459961,6254.220215,6193.379883,6216.529785,6216.529785,1964590000
2017/8/21,6216.319824,6226.930176,6177.189941,6213.129883,6213.129883,1576070000
2017/8/22,6241.209961,6302.839844,6241.209961,6297.47998,6297.47998,1597700000
2017/8/23,6263.470215,6291.299805,6263.290039,6278.410156,6278.410156,1533220000
2017/8/24,6294.819824,6302.850098,6244.569824,6271.330078,6271.330078,1616780000
2017/8/25,6293.810059,6308.720215,6257.100098,6265.640137,6265.640137,1442900000
2017/8/28,6286.009766,6292.259766,6267.850098,6283.02002,6283.02002,1558690000
2017/8/29,6228.899902,6311.259766,6228.72998,6301.890137,6301.890137,1637640000
2017/8/30,6308.680176,6374.470215,6303.569824,6368.310059,6368.310059,1712070000
2017/8/31,6385.799805,6435.27002,6383.580078,6428.660156,6428.660156,1885710000
2017/9/1,6442.169922,6449.649902,6417.870117,6435.330078,6435.330078,1488040000
2017/9/5,6414.819824,6426.509766,6334.589844,6375.569824,6375.569824,1886950000
2017/9/6,6394.350098,6407.399902,6356.200195,6393.310059,6393.310059,1906030000
2017/9/7,6402.939941,6413.069824,6379.810059,6397.870117,6397.870117,1998380000
2017/9/8,6389.649902,6391.410156,6354.959961,6360.189941,6360.189941,1785560000
2017/9/11,6411.180176,6439.109863,6410.709961,6432.259766,6432.259766,1819300000
2017/9/12,6448.810059,6455.029785,6429.540039,6454.279785,6454.279785,1745090000
2017/9/13,6440.720215,6460.419922,6433.200195,6460.189941,6460.189941,1942090000
2017/9/14,6439.459961,6455.319824,6424.040039,6429.080078,6429.080078,1809170000
2017/9/15,6426.160156,6464.27002,6419.649902,6448.470215,6448.470215,2821110000
2017/9/18,6460.100098,6477.77002,6438.410156,6454.640137,6454.640137,1874440000
2017/9/19,6465.569824,6467.790039,6446.75,6461.319824,6461.319824,1809710000
2017/9/20,6459.740234,6466.049805,6414.22998,6456.040039,6456.040039,2052520000
2017/9/21,6448.569824,6448.569824,6405.299805,6422.689941,6422.689941,1772790000
2017/9/22,6401.439941,6429.540039,6400.810059,6426.919922,6426.919922,1639100000
2017/9/25,6403.109863,6408.049805,6343.959961,6370.589844,6370.589844,2050410000
2017/9/26,6391.850098,6405,6364.569824,6380.160156,6380.160156,1926420000
2017/9/27,6414.370117,6472.649902,6405.359863,6453.259766,6453.259766,2053720000
2017/9/28,6437.959961,6456.22998,6427.660156,6453.450195,6453.450195,1828570000
